488*"Table"	-1.027743820201271*^148*"Table"
489*"Table"	-5.094951608427383*^147*"Table"
490*"Table"	2.64918959351522*^148*"Table"
491*"Table"	1.0252455383175895*^149*"Table"
492*"Table"	2.0709003275450585*^149*"Table"
493*"Table"	2.171080809658438*^149*"Table"
494*"Table"	-1.8126286509913699*^149*"Table"
495*"Table"	-1.4496132458143387*^150*"Table"
496*"Table"	-3.721625546601116*^150*"Table"
497*"Table"	-5.514309022207652*^150*"Table"
498*"Table"	-1.710333465727717*^150*"Table"
499*"Table"	1.7367307056738415*^151*"Table"
500*"Table"	6.052335470746112*^151*"Table"
501*"Table"	1.1515771518076228*^152*"Table"
502*"Table"	1.063097075921023*^152*"Table"
503*"Table"	-1.452256941903407*^152*"Table"
504*"Table"	-8.838012497745686*^152*"Table"
505*"Table"	-2.1265350046430547*^153*"Table"
506*"Table"	-2.923064099095322*^153*"Table"
507*"Table"	-2.7533637782792506*^152*"Table"
508*"Table"	1.1151369443426415*^154*"Table"
509*"Table"	3.548425936786228*^154*"Table"
510*"Table"	6.35380485917264*^154*"Table"
511*"Table"	5.0072420307739357*^154*"Table"
512*"Table"	-1.0657807208133533*^155*"Table"
513*"Table"	-5.338953668751496*^155*"Table"
514*"Table"	-1.2072558765138722*^156*"Table"
515*"Table"	-1.5274534199870933*^156*"Table"
516*"Table"	2.504295987941897*^155*"Table"
517*"Table"	7.042138788923607*^156*"Table"
518*"Table"	2.066695957754639*^157*"Table"
519*"Table"	3.475959704619872*^157*"Table"
520*"Table"	2.224123527128745*^157*"Table"
521*"Table"	-7.41801431028012*^157*"Table"
522*"Table"	-3.198402354408806*^158*"Table"
523*"Table"	-6.808186335288807*^158*"Table"
524*"Table"	-7.843841637875367*^158*"Table"
525*"Table"	3.785161867672233*^158*"Table"
526*"Table"	4.386356552756876*^159*"Table"
527*"Table"	1.195950460391541*^160*"Table"
528*"Table"	1.8836915757329677*^160*"Table"
529*"Table"	8.933614251906408*^159*"Table"
530*"Table"	-4.981176442873643*^160*"Table"
531*"Table"	-1.9013798438415305*^161*"Table"
532*"Table"	-3.812793147231106*^161*"Table"
533*"Table"	-3.9404117807790136*^161*"Table"
534*"Table"	3.513802651279229*^161*"Table"
535*"Table"	2.7003036794116715*^162*"Table"
536*"Table"	6.876607899603338*^162*"Table"
537*"Table"	1.0099499535765738*^163*"Table"
538*"Table"	2.882554023400645*^162*"Table"
539*"Table"	-3.258384662865204*^163*"Table"
540*"Table"	-1.1222123029121171*^164*"Table"
541*"Table"	-2.1196198013961083*^164*"Table"
542*"Table"	-1.9228793342420948*^164*"Table"
543*"Table"	2.7782818113428166*^164*"Table"
544*"Table"	1.6454306396776278*^165*"Table"
545*"Table"	3.928721277081469*^165*"Table"
546*"Table"	5.348340278478401*^165*"Table"
547*"Table"	3.474941689451512*^164*"Table"
548*"Table"	-2.0888270333781392*^166*"Table"
549*"Table"	-6.578171870018356*^166*"Table"
550*"Table"	-1.1690597306378361*^167*"Table"
551*"Table"	-9.009360352286879*^166*"Table"
552*"Table"	2.0241918422098992*^167*"Table"
553*"Table"	9.935471185092145*^167*"Table"
554*"Table"	2.229963853744434*^168*"Table"
555*"Table"	2.7910623278039587*^168*"Table"
556*"Table"	-5.567564574394475*^167*"Table"
557*"Table"	-1.3175044134887296*^169*"Table"
558*"Table"	-3.830582552506359*^169*"Table"
559*"Table"	-6.392374583634443*^169*"Table"
560*"Table"	-3.966743958888528*^169*"Table"
561*"Table"	1.4025070061345767*^170*"Table"
562*"Table"	5.949811180643542*^170*"Table"
563*"Table"	1.2572678135008261*^171*"Table"
564*"Table"	1.4306680499089718*^171*"Table"
565*"Table"	-7.544119705232519*^170*"Table"
566*"Table"	-8.198629718410417*^171*"Table"
567*"Table"	-2.2162411550021826*^172*"Table"
568*"Table"	-3.461902829523552*^172*"Table"
569*"Table"	-1.56625773026837*^172*"Table"
570*"Table"	9.388991465522417*^172*"Table"
571*"Table"	3.5358821109106815*^173*"Table"
572*"Table"	7.038986332657587*^173*"Table"
573*"Table"	7.16879527574616*^173*"Table"
574*"Table"	-6.815281755601673*^173*"Table"
575*"Table"	-5.043388173565058*^174*"Table"
576*"Table"	-1.2740494434077107*^175*"Table"
577*"Table"	-1.8545402831833017*^175*"Table"
578*"Table"	-4.825365506204042*^174*"Table"
579*"Table"	6.128273644624693*^175*"Table"
580*"Table"	2.0862982379668287*^176*"Table"
581*"Table"	3.911663119728136*^176*"Table"
582*"Table"	3.4854225083222696*^176*"Table"
583*"Table"	-5.323155553355425*^176*"Table"
584*"Table"	-3.0712928316447333*^177*"Table"
585*"Table"	-7.277125449517264*^177*"Table"
586*"Table"	-9.810087914301022*^177*"Table"
587*"Table"	-3.4425118220176917*^176*"Table"
588*"Table"	3.922197088135238*^178*"Table"
589*"Table"	1.222606568304542*^179*"Table"
590*"Table"	2.1564262519154906*^179*"Table"
591*"Table"	1.623830193818006*^179*"Table"
592*"Table"	-3.851705486352996*^179*"Table"
593*"Table"	-1.853552707997981*^180*"Table"
594*"Table"	-4.129401675412766*^180*"Table"
595*"Table"	-5.111937757852443*^180*"Table"
596*"Table"	1.2061492977353302*^180*"Table"
597*"Table"	2.4707736259247244*^181*"Table"
598*"Table"	7.117525563136009*^181*"Table"
599*"Table"	1.1784241587534543*^182*"Table"
600*"Table"	7.081754936452944*^181*"Table"
601*"Table"	-2.657078111393273*^182*"Table"
602*"Table"	-1.1094950291518925*^183*"Table"
603*"Table"	-2.32743175160944*^183*"Table"
604*"Table"	-2.6151501899533573*^183*"Table"
605*"Table"	1.499730299478168*^183*"Table"
606*"Table"	1.5359936435013313*^184*"Table"
607*"Table"	4.11682036449138*^184*"Table"
608*"Table"	6.377176203825823*^184*"Table"
609*"Table"	2.7436323153019607*^184*"Table"
610*"Table"	-1.7734201813291864*^185*"Table"
611*"Table"	-6.590939663502413*^185*"Table"
612*"Table"	-1.3025448328990756*^186*"Table"
613*"Table"	-1.306822132750743*^186*"Table"
614*"Table"	1.322359680882529*^186*"Table"
615*"Table"	9.44101442446101*^186*"Table"
616*"Table"	2.3659500088033975*^187*"Table"
617*"Table"	3.41300092010073*^187*"Table"
618*"Table"	8.002593051684814*^186*"Table"
619*"Table"	-1.1550037181966517*^188*"Table"
620*"Table"	-3.887476210804823*^188*"Table"
621*"Table"	-7.235093057379619*^188*"Table"
622*"Table"	-6.328672248343051*^188*"Table"
623*"Table"	1.0211709258237162*^189*"Table"
624*"Table"	5.745451796031991*^189*"Table"
625*"Table"	1.3509613403733117*^190*"Table"
626*"Table"	1.803196362810988*^190*"Table"
627*"Table"	8.15672506274501*^187*"Table"
628*"Table"	-7.380041793655681*^190*"Table"
629*"Table"	-2.2773423456259438*^191*"Table"
630*"Table"	-3.986350809594552*^191*"Table"
631*"Table"	-2.930649419612795*^191*"Table"
632*"Table"	7.340720582218651*^191*"Table"
633*"Table"	3.4654311713360504*^192*"Table"
634*"Table"	7.66335329656101*^192*"Table"
635*"Table"	9.381349644142334*^192*"Table"
636*"Table"	-2.56491988119591*^192*"Table"
637*"Table"	-4.643049644469465*^193*"Table"
638*"Table"	-1.325330566319838*^194*"Table"
639*"Table"	-2.1769460439422042*^194*"Table"
640*"Table"	-1.2649681550682428*^194*"Table"
641*"Table"	5.0425692188198774*^194*"Table"
642*"Table"	2.0732802588697482*^195*"Table"
643*"Table"	4.3175482360386256*^195*"Table"
644*"Table"	4.789128584138785*^195*"Table"
645*"Table"	-2.974688306743519*^195*"Table"
646*"Table"	-2.8834379405696098*^196*"Table"
647*"Table"	-7.663186856230773*^196*"Table"
648*"Table"	-1.177094521606545*^197*"Table"
649*"Table"	-4.7984032273130445*^196*"Table"
650*"Table"	3.3556706948843524*^197*"Table"
651*"Table"	1.231068564336483*^198*"Table"
652*"Table"	2.4152132286157757*^198*"Table"
653*"Table"	2.3862194991571676*^198*"Table"
654*"Table"	-2.5663522134812026*^198*"Table"
655*"Table"	-1.770800071399792*^199*"Table"
656*"Table"	-4.402503969656019*^199*"Table"
657*"Table"	-6.293132717270144*^199*"Table"
658*"Table"	-1.3104912362208888*^199*"Table"
659*"Table"	2.180778231047588*^200*"Table"
660*"Table"	7.258045708670794*^200*"Table"
661*"Table"	1.3408383297767125*^201*"Table"
662*"Table"	1.1507519530362273*^201*"Table"
663*"Table"	-1.9609504431121733*^201*"Table"
664*"Table"	-1.0768673312714615*^202*"Table"
665*"Table"	-2.5128919181535266*^202*"Table"
666*"Table"	-3.3204823611184633*^202*"Table"
667*"Table"	8.88629950349151*^200*"Table"
668*"Table"	1.3911332423412687*^203*"Table"
669*"Table"	4.250169177133804*^203*"Table"
670*"Table"	7.383041484847155*^203*"Table"
671*"Table"	5.294373921051745*^203*"Table"
672*"Table"	-1.400881639997531*^204*"Table"
673*"Table"	-6.491193663343546*^204*"Table"
674*"Table"	-1.4248587276541286*^205*"Table"
675*"Table"	-1.7245867281378045*^205*"Table"
676*"Table"	5.379045878805845*^204*"Table"
677*"Table"	8.740693174974062*^205*"Table"
678*"Table"	2.4724746639622612*^206*"Table"
679*"Table"	4.0288516962063*^206*"Table"
680*"Table"	2.259798735535474*^206*"Table"
681*"Table"	-9.583835827620885*^206*"Table"
682*"Table"	-3.881372222680628*^207*"Table"
683*"Table"	-8.024028207118816*^207*"Table"
684*"Table"	-8.784116871435403*^207*"Table"
685*"Table"	5.88857835553868*^207*"Table"
686*"Table"	5.422407163017324*^208*"Table"
687*"Table"	1.4290452321431143*^209*"Table"
688*"Table"	2.1764531254326004*^209*"Table"
689*"Table"	8.372312472505173*^208*"Table"
690*"Table"	-6.359389453609624*^209*"Table"
691*"Table"	-2.3035171641479128*^210*"Table"
692*"Table"	-4.4862886730139757*^210*"Table"
693*"Table"	-4.363242076453611*^210*"Table"
694*"Table"	4.9812678410411435*^210*"Table"
695*"Table"	3.327106826913934*^211*"Table"
696*"Table"	8.206538661381829*^211*"Table"
697*"Table"	1.1622985175988862*^212*"Table"
698*"Table"	2.1092751483121763*^211*"Table"
699*"Table"	-4.124001460555704*^212*"Table"
700*"Table"	-1.3574560056035127*^213*"Table"
701*"Table"	-2.4891525208984575*^213*"Table"
702*"Table"	-2.0948000079338483*^213*"Table"
703*"Table"	3.7687365468705864*^213*"Table"
704*"Table"	2.0217679326866522*^214*"Table"
705*"Table"	4.682180110810826*^214*"Table"
706*"Table"	6.124083512625803*^214*"Table"
707*"Table"	-3.6007808302967226*^213*"Table"
708*"Table"	-2.6263873482282328*^215*"Table"
709*"Table"	-7.945445046208157*^215*"Table"
710*"Table"	-1.3696555277860027*^216*"Table"
711*"Table"	-9.571114492463553*^215*"Table"
712*"Table"	2.6764200443622167*^216*"Table"
713*"Table"	1.2178868329053895*^217*"Table"
714*"Table"	2.6536630135450576*^217*"Table"
715*"Table"	3.1749843471944357*^217*"Table"
716*"Table"	-1.1159792805652145*^217*"Table"
717*"Table"	-1.6480247812451149*^218*"Table"
718*"Table"	-4.620126182781764*^218*"Table"
719*"Table"	-7.46799016659479*^218*"Table"
720*"Table"	-4.0359200409252524*^218*"Table"
721*"Table"	1.8238031520448398*^219*"Table"
722*"Table"	7.277986460524362*^219*"Table"
723*"Table"	1.4936415929408374*^220*"Table"
724*"Table"	1.6133199559817108*^220*"Table"
725*"Table"	-1.1636354558449367*^220*"Table"
726*"Table"	-1.021270060132061*^221*"Table"
727*"Table"	-2.669176860018978*^221*"Table"
728*"Table"	-4.0303910162020055*^221*"Table"
729*"Table"	-1.4561756687321587*^221*"Table"
730*"Table"	1.2067906670873117*^222*"Table"
731*"Table"	4.317006796894221*^222*"Table"
732*"Table"	8.3463249416919*^222*"Table"
733*"Table"	7.987534087851625*^222*"Table"
734*"Table"	-9.669127451106497*^222*"Table"
735*"Table"	-6.26066350095852*^223*"Table"
736*"Table"	-1.5321305115757651*^224*"Table"
737*"Table"	-2.1497939198861967*^224*"Table"
738*"Table"	-3.3139318107856033*^223*"Table"
739*"Table"	7.809429888483871*^224*"Table"
740*"Table"	2.5427124085615544*^225*"Table"
741*"Table"	4.627860604298647*^225*"Table"
742*"Table"	3.816729716442877*^225*"Table"
743*"Table"	-7.248080602130733*^225*"Table"
744*"Table"	-3.8014113332871806*^226*"Table"
745*"Table"	-8.737329247565559*^226*"Table"
746*"Table"	-1.1310287108321419*^227*"Table"
747*"Table"	1.0361949035333866*^226*"Table"
748*"Table"	4.965299565168085*^227*"Table"
749*"Table"	1.4875755273656928*^228*"Table"
750*"Table"	2.544589711046075*^228*"Table"
751*"Table"	1.7309757532351085*^228*"Table"
752*"Table"	-5.1182991022943727*^228*"Table"
753*"Table"	-2.2883421000531583*^229*"Table"
754*"Table"	-4.949449164712864*^229*"Table"
755*"Table"	-5.852588170748148*^229*"Table"
756*"Table"	2.2955323502075066*^229*"Table"
757*"Table"	3.1115447046417844*^230*"Table"
758*"Table"	8.645856901096217*^230*"Table"
759*"Table"	1.3862199706203819*^231*"Table"
760*"Table"	7.203354143107478*^230*"Table"
761*"Table"	-3.474513421760392*^231*"Table"
762*"Table"	-1.3666442840957474*^232*"Table"
763*"Table"	-2.7843143349397994*^232*"Table"
764*"Table"	-2.9664558390270774*^232*"Table"
765*"Table"	2.2958417600639325*^232*"Table"
766*"Table"	1.9260956581780947*^233*"Table"
767*"Table"	4.992573257651399*^233*"Table"
768*"Table"	7.473512889193146*^233*"Table"
769*"Table"	2.5223011101091885*^233*"Table"
770*"Table"	-2.2927438622713775*^234*"Table"
771*"Table"	-8.101746210673153*^234*"Table"
772*"Table"	-1.5548976644368063*^235*"Table"
773*"Table"	-1.463639754958661*^235*"Table"
774*"Table"	1.8768655642094514*^235*"Table"
775*"Table"	1.179654586943346*^236*"Table"
776*"Table"	2.8643808680091286*^236*"Table"
777*"Table"	3.9813156972935595*^236*"Table"
778*"Table"	5.0263556416023716*^235*"Table"
779*"Table"	-1.4806112774129039*^237*"Table"
780*"Table"	-4.7693531800562266*^237*"Table"
781*"Table"	-8.615639772544292*^237*"Table"
782*"Table"	-6.958844626832573*^237*"Table"
783*"Table"	1.3947521594456912*^238*"Table"
784*"Table"	7.156982660144882*^238*"Table"
785*"Table"	1.6326461944477493*^239*"Table"
786*"Table"	2.0913323758565316*^239*"Table"
787*"Table"	-2.6194455997228313*^238*"Table"
788*"Table"	-9.398500403347233*^239*"Table"
789*"Table"	-2.788795181801605*^240*"Table"
790*"Table"	-4.7334949387005306*^240*"Table"
791*"Table"	-3.1310736850071377*^240*"Table"
792*"Table"	9.796169240653855*^240*"Table"
793*"Table"	4.3052285149547995*^241*"Table"
794*"Table"	9.243452123881822*^241*"Table"
795*"Table"	1.0800152812311696*^242*"Table"
796*"Table"	-4.689041020935695*^241*"Table"
797*"Table"	-5.881859061637698*^242*"Table"
798*"Table"	-1.620037317741742*^243*"Table"
799*"Table"	-2.5762988077067353*^243*"Table"
800*"Table"	-1.2843504737866253*^243*"Table"
801*"Table"	6.625609124627531*^243*"Table"
802*"Table"	2.5695084503247726*^244*"Table"
803*"Table"	5.196842832580541*^244*"Table"
804*"Table"	5.4597957770978944*^244*"Table"
805*"Table"	-4.5232852587853096*^244*"Table"
806*"Table"	-3.636953801713625*^245*"Table"
807*"Table"	-9.350185491908308*^245*"Table"
808*"Table"	-1.3874391820051143*^246*"Table"
809*"Table"	-4.3462990753922753*^245*"Table"
810*"Table"	4.360381288999028*^246*"Table"
811*"Table"	1.5223464736981044*^247*"Table"
812*"Table"	2.900284660966733*^247*"Table"
813*"Table"	2.6840978228951892*^247*"Table"
814*"Table"	-3.642992337966516*^247*"Table"
815*"Table"	-2.2253905262298217*^248*"Table"
816*"Table"	-5.361672620506803*^248*"Table"
817*"Table"	-7.381433081448127*^248*"Table"
818*"Table"	-7.21481775493828*^247*"Table"
819*"Table"	2.810108654892749*^249*"Table"
820*"Table"	8.956721365993702*^249*"Table"
821*"Table"	1.605865979492783*^250*"Table"
822*"Table"	1.2693996661145026*^250*"Table"
823*"Table"	-2.6851942582064307*^250*"Table"
824*"Table"	-1.3490394600105797*^251*"Table"
825*"Table"	-3.0543985106959774*^251*"Table"
826*"Table"	-3.8710116505532173*^251*"Table"
827*"Table"	6.183810917939117*^250*"Table"
828*"Table"	1.7808960485105492*^252*"Table"
829*"Table"	5.234433907954582*^252*"Table"
830*"Table"	8.815395595768714*^252*"Table"
831*"Table"	5.663297971640176*^252*"Table"
832*"Table"	-1.8762750276621422*^253*"Table"
833*"Table"	-8.109101957593019*^253*"Table"
834*"Table"	-1.7282926046548622*^254*"Table"
835*"Table"	-1.9949099969490995*^254*"Table"
836*"Table"	9.523140266399359*^253*"Table"
837*"Table"	1.1130673714113944*^255*"Table"
838*"Table"	3.039103636987479*^255*"Table"
839*"Table"	4.793313250354393*^255*"Table"
840*"Table"	2.2867641225664254*^255*"Table"
841*"Table"	-1.264507430948269*^256*"Table"
842*"Table"	-4.836563784337437*^256*"Table"
843*"Table"	-9.710728873068338*^256*"Table"
844*"Table"	-1.00570759453342*^257*"Table"
845*"Table"	8.900439730814406*^256*"Table"
846*"Table"	6.874862787580756*^257*"Table"
847*"Table"	1.7531028012761297*^258*"Table"
848*"Table"	2.5784347049082298*^258*"Table"
849*"Table"	7.440521077124482*^257*"Table"
850*"Table"	-8.300157314371475*^258*"Table"
851*"Table"	-2.8637243260540898*^259*"Table"
852*"Table"	-5.4157055608836696*^259*"Table"
853*"Table"	-4.925366013509577*^259*"Table"
854*"Table"	7.070462603066956*^259*"Table"
855*"Table"	4.2026166470743505*^260*"Table"
856*"Table"	1.0047288904405541*^261*"Table"
857*"Table"	1.3698778797139173*^261*"Table"
858*"Table"	9.398487988767657*^259*"Table"
859*"Table"	-5.3384310932638804*^261*"Table"
860*"Table"	-1.6838819588826616*^262*"Table"
861*"Table"	-2.9963365853851896*^262*"Table"
862*"Table"	-2.3163338920207078*^262*"Table"
863*"Table"	5.171590217454607*^262*"Table"
864*"Table"	2.5455161946703626*^263*"Table"
865*"Table"	5.720392958950045*^263*"Table"
866*"Table"	7.171692565994941*^263*"Table"
867*"Table"	-1.3994695995869318*^263*"Table"
868*"Table"	-3.3778050118042717*^264*"Table"
869*"Table"	-9.835257050224183*^264*"Table"
870*"Table"	-1.643402920816411*^265*"Table"
871*"Table"	-1.024055478695685*^265*"Table"
872*"Table"	3.59587416726245*^265*"Table"
873*"Table"	1.528970669764984*^266*"Table"
874*"Table"	3.234849429249485*^266*"Table"
875*"Table"	3.6878421074443193*^266*"Table"
876*"Table"	-1.9247420454450664*^266*"Table"
877*"Table"	-2.1083700796571285*^267*"Table"
878*"Table"	-5.707140395154152*^267*"Table"
879*"Table"	-8.926864514201657*^267*"Table"
880*"Table"	-4.0641603307608243*^267*"Table"
881*"Table"	2.4151075536152793*^268*"Table"
882*"Table"	9.113101540184691*^268*"Table"
883*"Table"	1.816370987609513*^269*"Table"
884*"Table"	1.853818670436705*^269*"Table"
885*"Table"	-1.7493015082197434*^269*"Table"
886*"Table"	-1.3007929348350248*^270*"Table"
887*"Table"	-3.2903078590861177*^270*"Table"
888*"Table"	-4.796236997868529*^270*"Table"
889*"Table"	-1.2633364535822242*^270*"Table"
890*"Table"	1.5812345779453824*^271*"Table"
891*"Table"	5.392415801862707*^271*"Table"
892*"Table"	1.0122693959432784*^272*"Table"
893*"Table"	9.04263506155435*^271*"Table"
894*"Table"	-1.37211540634255*^272*"Table"
895*"Table"	-7.944167102286564*^272*"Table"
896*"Table"	-1.8846412007667739*^273*"Table"
897*"Table"	-2.5444879392140465*^273*"Table"
898*"Table"	-9.87721466471621*^271*"Table"
899*"Table"	1.015004843452244*^274*"Table"
900*"Table"	3.168840029109131*^274*"Table"
901*"Table"	5.5960791622620756*^274*"Table"
902*"Table"	4.22743672182803*^274*"Table"
903*"Table"	-9.96352746767988*^274*"Table"
904*"Table"	-4.807704933049591*^275*"Table"
905*"Table"	-1.0723736421706168*^276*"Table"
906*"Table"	-1.3297362149985274*^276*"Table"
907*"Table"	3.077930206559082*^275*"Table"
908*"Table"	6.412136402655483*^276*"Table"
909*"Table"	1.8497758337763573*^277*"Table"
910*"Table"	3.066495583537849*^277*"Table"
911*"Table"	1.850808611176639*^277*"Table"
912*"Table"	-6.8951662184099086*^277*"Table"
913*"Table"	-2.885565255163388*^278*"Table"
914*"Table"	-6.060375189521682*^278*"Table"
915*"Table"	-6.822252174897895*^278*"Table"
916*"Table"	3.8741348223577236*^278*"Table"
917*"Table"	3.997126282023462*^279*"Table"
918*"Table"	1.0727536628573597*^280*"Table"
919*"Table"	1.663950612816541*^280*"Table"
920*"Table"	7.20674178729153*^279*"Table"
921*"Table"	-4.615653591363746*^280*"Table"
922*"Table"	-1.718678747360202*^281*"Table"
923*"Table"	-3.40058761024746*^281*"Table"
924*"Table"	-3.4191059003366056*^281*"Table"
925*"Table"	3.434449525466201*^281*"Table"
926*"Table"	2.463362224091824*^282*"Table"
927*"Table"	6.181086517000542*^282*"Table"
928*"Table"	8.929007562213232*^282*"Table"
929*"Table"	2.1228231616334813*^282*"Table"
930*"Table"	-3.0145038037279434*^283*"Table"
931*"Table"	-1.0163142727914138*^284*"Table"
932*"Table"	-1.8937437673421697*^284*"Table"
933*"Table"	-1.6607858456881932*^284*"Table"
934*"Table"	2.6624296850215615*^284*"Table"
935*"Table"	1.5029729461255716*^285*"Table"
936*"Table"	3.5383276222883223*^285*"Table"
937*"Table"	4.729908587418752*^285*"Table"
938*"Table"	3.946649555585981*^283*"Table"
939*"Table"	-1.9312925117775927*^286*"Table"
940*"Table"	-5.968625161696669*^286*"Table"
941*"Table"	-1.0460382612236215*^287*"Table"
942*"Table"	-7.715462434930533*^286*"Table"
943*"Table"	1.920075688093131*^287*"Table"
944*"Table"	9.088049676376585*^287*"Table"
945*"Table"	2.0120837578419324*^288*"Table"
946*"Table"	2.4672473607091164*^288*"Table"
947*"Table"	-6.631610606735342*^287*"Table"
948*"Table"	-1.2181621780527216*^289*"Table"
949*"Table"	-3.482012000121539*^289*"Table"
950*"Table"	-5.726591366780044*^289*"Table"
951*"Table"	-3.3426376058445103*^289*"Table"
952*"Table"	1.322777944131902*^290*"Table"
953*"Table"	5.4504113145654914*^290*"Table"
954*"Table"	1.1363556154358079*^291*"Table"
955*"Table"	1.2628331732933823*^291*"Table"
956*"Table"	-7.770277789093257*^290*"Table"
957*"Table"	-7.583806257988512*^291*"Table"
958*"Table"	-2.018140304210395*^292*"Table"
959*"Table"	-3.103992559053525*^292*"Table"
960*"Table"	-1.2744137732494171*^292*"Table"
961*"Table"	8.826305456812267*^292*"Table"
962*"Table"	3.2440290703071825*^293*"Table"
963*"Table"	6.371794799816453*^293*"Table"
964*"Table"	6.309025409253013*^293*"Table"
965*"Table"	-6.736383996915677*^293*"Table"
966*"Table"	-4.668612836739262*^294*"Table"
967*"Table"	-1.1621302592093867*^295*"Table"
968*"Table"	-1.6635080064116778*^295*"Table"
969*"Table"	-3.5195965107082354*^294*"Table"
970*"Table"	5.750578305405082*^295*"Table"
971*"Table"	1.917028242414852*^296*"Table"
972*"Table"	3.545627185531896*^296*"Table"
973*"Table"	3.0510165890207117*^296*"Table"
974*"Table"	-5.165399311397161*^296*"Table"
975*"Table"	-2.8457222290210975*^297*"Table"
976*"Table"	-6.648452300116202*^297*"Table"
977*"Table"	-8.798333749203004*^297*"Table"
978*"Table"	2.009882727132873*^296*"Table"
979*"Table"	3.677223421661417*^298*"Table"
980*"Table"	1.1251176840021148*^299*"Table"
981*"Table"	1.9567950941786045*^299*"Table"
982*"Table"	1.407972704382353*^299*"Table"
983*"Table"	-3.7010009562481114*^299*"Table"
984*"Table"	-1.7192528315307083*^300*"Table"
985*"Table"	-3.7782456277179417*^300*"Table"
986*"Table"	-4.580625704107712*^300*"Table"
987*"Table"	1.4068750381575105*^300*"Table"
988*"Table"	2.3158398808637005*^301*"Table"
989*"Table"	6.559707824996686*^301*"Table"
990*"Table"	1.0702124426280982*^302*"Table"
991*"Table"	6.031293017474453*^301*"Table"
992*"Table"	-2.538663080394818*^302*"Table"
993*"Table"	-1.0302921318596003*^303*"Table"
994*"Table"	-2.1323760345069795*^303*"Table"
995*"Table"	-2.3387716366561288*^303*"Table"
996*"Table"	1.5536739290615963*^303*"Table"
997*"Table"	1.4398999816719826*^304*"Table"
998*"Table"	3.7996082515871713*^304*"Table"
999*"Table"	5.794349964221586*^304*"Table"
1000*"Table"	2.2461529187467167*^304*"Table"
